customer_id,transaction_id,account_id,device_id,ip_address,merchant_id,transaction_date,age,gender,region,tenure_months,annual_spend_usd,num_purchases,avg_order_value,returns_count,loyalty_tier,last_purchase_days,email_opt_in,churned
C00179,TXN000179,ACC00179,DEV00179,89.84.107.240,MER012,2023-12-10,73.0,Female,North,109,2755.37,26,117.4,8,Bronze,350.0,False,0
C00180,TXN000180,ACC00180,DEV00180,27.130.213.120,MER006,2023-08-13,54.0,Male,South,61,399.53,3,112.11,10,Gold,210.0,True,0
C00181,TXN000181,ACC00181,DEV00181,144.89.35.163,MER008,2023-05-31,19.0,Male,East,113,25699.68,61,378.23,4,Platinum,222.0,True,0
C00182,TXN000182,ACC00182,DEV00182,234.133.110.33,MER017,2023-06-05,48.0,Male,East,19,7536.63,93,68.27,9,Bronze,24.0,True,0
C00183,TXN000183,ACC00183,DEV00183,240.221.230.92,MER037,2023-08-12,51.0,Male,West,60,4142.66,70,52.13,1,Gold,69.0,True,0
C00184,TXN000184,ACC00184,DEV00184,159.110.60.53,MER004,2023-10-16,20.0,Other,North,84,3716.21,45,96.38,10,Gold,295.0,False,0
C00185,TXN000185,ACC00185,DEV00185,98.141.31.179,MER006,2023-04-11,40.0,Female,North,60,4168.21,43,95.92,1,Platinum,171.0,True,0
C00186,TXN000186,ACC00186,DEV00186,117.224.71.14,MER014,2023-08-02,68.0,Other,North,54,11121.5,31,413.32,9,Bronze,225.0,True,0
C00187,TXN000187,ACC00187,DEV00187,80.248.82.179,MER044,2023-07-29,,Female,East,20,3470.99,15,205.27,4,Bronze,361.0,False,0
C00188,TXN000188,ACC00188,DEV00188,215.73.164.52,MER050,2023-01-04,44.0,Female,East,46,30717.83,60,495.29,10,Silver,157.0,True,1
C00189,TXN000189,ACC00189,DEV00189,93.76.171.223,MER023,2023-11-30,30.0,Female,North,29,3985.58,57,77.23,1,Gold,140.0,True,0
C00190,TXN000190,ACC00190,DEV00190,65.75.209.118,MER003,2023-07-27,22.0,Female,West,37,386.98,1,330.23,5,Gold,293.0,True,0
C00191,TXN000191,ACC00191,DEV00191,131.180.35.222,MER001,2023-03-30,36.0,Male,South,83,8168.81,42,229.88,9,Silver,25.0,True,0
C00192,TXN000192,ACC00192,DEV00192,93.168.110.192,MER043,2023-08-20,62.0,Male,East,76,5815.7,28,202.53,0,Bronze,167.0,True,0
C00193,TXN000193,ACC00193,DEV00193,156.45.48.223,MER023,2023-09-05,75.0,Female,West,73,8596.55,18,438.79,2,Gold,313.0,False,0
C00194,TXN000194,ACC00194,DEV00194,132.71.37.33,MER004,2023-12-01,56.0,Male,North,44,28536.33,71,488.04,0,Gold,84.0,True,0
C00195,TXN000195,ACC00195,DEV00195,234.248.100.52,MER042,2023-01-13,66.0,Female,West,116,24106.13,53,437.7,3,Bronze,111.0,True,0
C00196,TXN000196,ACC00196,DEV00196,107.35.140.160,MER027,2023-06-01,55.0,Male,West,11,7513.64,64,104.23,4,Silver,173.0,True,0
C00197,TXN000197,ACC00197,DEV00197,251.81.51.34,MER018,2023-03-07,56.0,Female,West,42,7037.6,72,118.19,6,Silver,28.0,True,0
C00198,TXN000198,ACC00198,DEV00198,96.153.17.193,MER023,2023-07-29,42.0,Male,North,15,32977.23,99,331.48,2,Silver,26.0,True,0
C00199,TXN000199,ACC00199,DEV00199,117.202.118.40,MER012,2023-07-03,21.0,Male,South,41,,81,151.65,1,Silver,92.0,True,0
C00200,TXN000200,ACC00200,DEV00200,6.142.138.207,MER047,2023-06-23,41.0,Female,North,116,24830.45,63,370.02,1,Gold,328.0,True,0
C00201,TXN000201,ACC00201,DEV00201,223.41.80.53,MER040,2023-12-25,68.0,Male,South,44,21444.74,88,287.55,10,Platinum,81.0,False,1
C00202,TXN000202,ACC00202,DEV00202,28.1.21.134,MER010,2023-07-14,49.0,Other,West,110,,48,279.95,10,Silver,267.0,True,0
C00203,TXN000203,ACC00203,DEV00203,39.50.30.184,MER037,2023-05-31,62.0,Male,West,60,47685.45,99,415.99,2,Bronze,156.0,False,0
C00204,TXN000204,ACC00204,DEV00204,162.245.29.54,MER009,2023-01-25,20.0,Male,West,84,24114.2,77,358.16,2,Bronze,278.0,True,0
C00205,TXN000205,ACC00205,DEV00205,116.165.34.54,MER023,2023-04-16,29.0,Male,South,55,1411.91,66,23.02,0,Bronze,121.0,True,0
C00206,TXN000206,ACC00206,DEV00206,108.5.101.193,MER038,2023-11-24,35.0,Female,West,32,3224.12,91,34.23,10,Bronze,320.0,True,0
C00207,TXN000207,ACC00207,DEV00207,134.111.124.241,MER002,2023-06-14,38.0,Female,West,92,17229.82,52,304.76,7,Bronze,136.0,True,0
C00208,TXN000208,ACC00208,DEV00208,133.136.237.41,MER037,2023-11-29,75.0,Male,West,117,17705.14,73,248.23,8,Silver,289.0,True,0
C00209,TXN000209,ACC00209,DEV00209,25.115.81.52,MER012,2023-07-14,44.0,Male,West,32,3439.03,29,137.49,3,Bronze,304.0,False,0
C00210,TXN000210,ACC00210,DEV00210,31.224.157.176,MER035,2023-07-20,56.0,Female,East,94,17564.26,97,215.14,7,Bronze,158.0,True,0
C00211,TXN000211,ACC00211,DEV00211,30.87.158.135,MER025,2023-06-06,55.0,Female,North,32,28830.07,63,381.38,0,Gold,244.0,True,0
C00212,TXN000212,ACC00212,DEV00212,177.171.105.199,MER002,2023-07-23,42.0,Male,South,87,32202.59,79,415.04,7,Bronze,44.0,False,0
C00213,TXN000213,ACC00213,DEV00213,66.21.232.6,MER039,2023-01-25,74.0,Male,West,95,15391.03,47,285.0,6,Silver,182.0,True,1
C00214,TXN000214,ACC00214,DEV00214,73.30.59.101,MER013,2023-01-22,30.0,Male,South,54,17176.26,87,198.83,3,Platinum,137.0,True,0
C00215,TXN000215,ACC00215,DEV00215,33.119.236.35,MER048,2023-06-23,20.0,Male,North,89,1333.9,8,142.64,7,Silver,349.0,True,0
C00216,TXN000216,ACC00216,DEV00216,236.105.151.113,MER042,2023-08-07,61.0,Female,West,33,2663.05,12,265.74,7,Bronze,341.0,True,1
C00217,TXN000217,ACC00217,DEV00217,81.28.151.233,MER010,2023-07-21,55.0,Other,South,10,7082.58,51,164.23,4,Bronze,286.0,False,1
C00218,TXN000218,ACC00218,DEV00218,133.153.164.99,MER031,2023-06-06,33.0,Other,West,12,24836.65,74,286.41,2,Silver,347.0,True,0
C00219,TXN000219,ACC00219,DEV00219,31.129.221.80,MER019,2023-04-18,68.0,Female,South,54,32618.56,81,341.56,0,Silver,357.0,True,0
C00220,TXN000220,ACC00220,DEV00220,222.218.63.147,MER031,2023-09-16,27.0,Male,South,109,1765.76,45,42.38,10,Bronze,,False,0
C00221,TXN000221,ACC00221,DEV00221,190.126.178.232,MER028,2023-08-09,32.0,Other,South,16,644.18,65,10.52,3,Silver,217.0,True,0
C00222,TXN000222,ACC00222,DEV00222,160.213.204.207,MER015,2023-01-18,26.0,Male,South,55,6263.68,56,114.02,3,Silver,75.0,True,0
C00223,TXN000223,ACC00223,DEV00223,217.58.5.39,MER033,2023-06-15,28.0,Male,South,85,42027.75,97,448.31,7,Bronze,298.0,True,0
C00224,TXN000224,ACC00224,DEV00224,64.176.130.120,MER014,2023-09-17,60.0,Female,South,25,18887.72,66,326.68,2,Silver,71.0,True,0
C00225,TXN000225,ACC00225,DEV00225,3.174.93.194,MER046,2023-10-14,58.0,Male,West,87,4589.77,42,94.26,4,Bronze,68.0,True,0
C00226,TXN000226,ACC00226,DEV00226,29.76.14.73,MER048,2023-04-15,55.0,Female,South,37,39013.15,97,446.23,7,Bronze,322.0,True,0
C00227,TXN000227,ACC00227,DEV00227,235.125.112.70,MER009,2023-12-04,,Other,South,98,2860.1,11,240.28,6,Gold,,True,1
C00228,TXN000228,ACC00228,DEV00228,68.170.251.190,MER037,2023-08-26,22.0,Female,West,70,19914.75,99,243.28,7,Bronze,52.0,False,0
C00229,TXN000229,ACC00229,DEV00229,188.120.26.184,MER047,2023-06-09,53.0,Female,South,66,6111.95,16,468.42,0,Silver,187.0,False,0
C00230,TXN000230,ACC00230,DEV00230,206.130.24.182,MER007,2023-08-17,24.0,Male,North,22,1205.17,29,39.15,4,Silver,214.0,False,0
C00231,TXN000231,ACC00231,DEV00231,234.58.41.188,MER037,2023-11-15,73.0,Male,North,56,8964.53,83,115.44,5,Bronze,17.0,True,0
C00232,TXN000232,ACC00232,DEV00232,85.182.179.68,MER047,2023-03-24,54.0,Female,South,103,23347.03,74,297.03,6,Platinum,139.0,False,1
C00233,TXN000233,ACC00233,DEV00233,11.142.104.218,MER012,2023-02-24,62.0,Female,East,3,8683.84,98,105.79,1,Bronze,83.0,True,0
C00234,TXN000234,ACC00234,DEV00234,91.64.219.187,MER030,2023-06-10,51.0,Female,West,92,30351.32,75,342.97,1,Bronze,111.0,False,0
C00235,TXN000235,ACC00235,DEV00235,158.243.199.221,MER040,2023-01-31,40.0,Male,North,60,8085.29,64,114.91,8,Platinum,67.0,False,0
C00236,TXN000236,ACC00236,DEV00236,203.102.16.155,MER017,2023-11-02,57.0,Male,East,87,2359.29,35,58.59,7,Gold,248.0,True,1
C00237,TXN000237,ACC00237,DEV00237,195.252.174.145,MER012,2023-12-21,66.0,Male,South,80,95.22,1,111.42,8,Silver,173.0,True,0
C00238,TXN000238,ACC00238,DEV00238,147.30.2.12,MER020,2023-08-10,28.0,Female,South,52,2619.76,13,217.14,2,Bronze,351.0,False,0
C00239,TXN000239,ACC00239,DEV00239,230.201.67.108,MER017,2023-12-24,68.0,Female,South,38,2737.14,30,96.31,10,Bronze,4.0,False,0
C00240,TXN000240,ACC00240,DEV00240,123.63.108.89,MER037,2023-01-26,60.0,Other,South,76,385.65,5,76.0,3,Silver,,True,0
C00241,TXN000241,ACC00241,DEV00241,177.193.26.119,MER019,2023-08-19,22.0,Male,North,17,20220.29,51,431.54,7,Bronze,333.0,False,0
C00242,TXN000242,ACC00242,DEV00242,252.221.202.187,MER019,2023-06-11,72.0,Female,North,71,10736.07,78,166.99,1,Bronze,178.0,True,0
C00243,TXN000243,ACC00243,DEV00243,2.248.187.226,MER048,2023-04-12,28.0,Male,East,12,17166.49,97,186.77,10,Gold,256.0,True,1
C00244,TXN000244,ACC00244,DEV00244,231.65.4.168,MER029,2023-04-24,52.0,Male,North,78,1638.53,49,37.08,3,Bronze,161.0,True,0
C00245,TXN000245,ACC00245,DEV00245,117.6.69.252,MER047,2023-07-18,25.0,Male,South,76,15546.36,88,185.11,8,Bronze,218.0,False,0
C00246,TXN000246,ACC00246,DEV00246,93.67.167.169,MER036,2023-08-23,29.0,Female,North,11,12159.06,99,139.76,3,Bronze,332.0,True,1
C00247,TXN000247,ACC00247,DEV00247,85.216.148.41,MER045,2023-03-01,55.0,Male,North,91,24053.95,86,309.14,8,Silver,194.0,True,0
C00248,TXN000248,ACC00248,DEV00248,83.216.23.4,MER010,2023-08-13,57.0,Male,North,50,5464.14,47,110.64,4,Silver,212.0,True,0
C00249,TXN000249,ACC00249,DEV00249,167.113.65.120,MER047,2023-12-05,57.0,Female,South,95,14037.47,33,445.3,0,Gold,,True,0
C00250,TXN000250,ACC00250,DEV00250,47.96.60.149,MER048,2023-01-04,37.0,Female,North,5,42801.3,98,465.54,2,Bronze,182.0,True,0
C00251,TXN000251,ACC00251,DEV00251,172.233.18.84,MER003,2023-11-17,65.0,Male,North,22,1492.98,25,58.92,7,Bronze,64.0,True,0
C00252,TXN000252,ACC00252,DEV00252,68.148.136.223,MER018,2023-08-10,20.0,Male,South,60,,42,62.63,2,Silver,250.0,False,0
C00253,TXN000253,ACC00253,DEV00253,234.197.51.11,MER021,2023-05-05,67.0,Female,South,23,506.3,8,66.51,3,Bronze,253.0,True,0
C00254,TXN000254,ACC00254,DEV00254,229.240.64.12,MER021,2023-09-26,,Female,North,40,25965.45,80,313.59,5,Silver,,True,0
C00255,TXN000255,ACC00255,DEV00255,173.150.226.147,MER039,2023-08-14,53.0,Female,North,80,5379.98,65,69.76,2,Platinum,266.0,True,0
C00256,TXN000256,ACC00256,DEV00256,194.200.3.38,MER035,2023-10-08,70.0,Male,West,18,,9,427.67,1,Silver,24.0,True,0
C00257,TXN000257,ACC00257,DEV00257,199.46.53.192,MER011,2023-01-30,32.0,Female,East,82,10161.68,23,379.59,6,Silver,,True,0
C00258,TXN000258,ACC00258,DEV00258,52.38.4.120,MER031,2023-01-22,,Female,North,13,25764.1,56,411.71,7,Platinum,313.0,True,0
C00259,TXN000259,ACC00259,DEV00259,162.186.231.166,MER049,2023-08-23,66.0,Male,South,22,12127.79,55,267.77,8,Bronze,226.0,True,1
C00260,TXN000260,ACC00260,DEV00260,193.54.87.78,MER023,2023-04-21,68.0,Male,South,71,39223.12,81,498.37,10,Platinum,222.0,True,0
C00261,TXN000261,ACC00261,DEV00261,17.247.62.114,MER047,2023-03-28,31.0,Other,West,96,922.34,27,31.65,1,Silver,227.0,True,1
C00262,TXN000262,ACC00262,DEV00262,91.12.230.56,MER033,2023-06-03,47.0,Male,West,21,22956.66,93,206.62,4,Silver,61.0,False,0
C00263,TXN000263,ACC00263,DEV00263,26.87.37.254,MER047,2023-09-22,37.0,Female,West,36,7466.43,45,168.73,2,Platinum,351.0,True,0
C00264,TXN000264,ACC00264,DEV00264,49.77.69.7,MER046,2023-03-07,47.0,Female,North,112,32992.11,83,474.84,9,Silver,109.0,True,0
C00265,TXN000265,ACC00265,DEV00265,4.131.60.22,MER001,2023-12-22,39.0,Male,South,119,7198.06,24,292.66,5,Silver,288.0,True,0
C00266,TXN000266,ACC00266,DEV00266,75.70.108.253,MER041,2023-06-03,18.0,Female,South,70,1378.12,4,405.03,1,Bronze,362.0,True,0
C00267,TXN000267,ACC00267,DEV00267,78.179.196.13,MER010,2023-02-24,71.0,Male,East,54,617.24,6,93.47,7,Silver,88.0,True,0
C00268,TXN000268,ACC00268,DEV00268,128.114.129.44,MER042,2023-01-26,54.0,Female,West,42,18659.26,38,489.53,0,Silver,232.0,False,0
C00269,TXN000269,ACC00269,DEV00269,119.32.241.150,MER041,2023-11-09,44.0,Female,South,74,26597.77,96,254.33,3,Bronze,16.0,True,0
C00270,TXN000270,ACC00270,DEV00270,9.129.236.189,MER013,2023-02-11,24.0,Female,East,71,1445.58,5,251.9,7,Gold,233.0,True,0
C00271,TXN000271,ACC00271,DEV00271,70.227.48.63,MER004,2023-06-02,22.0,Male,South,36,18898.99,37,485.73,5,Silver,161.0,True,0
C00272,TXN000272,ACC00272,DEV00272,40.235.183.132,MER021,2023-09-02,45.0,Female,North,3,2259.4,11,196.56,8,Bronze,27.0,True,1
C00273,TXN000273,ACC00273,DEV00273,170.66.18.215,MER016,2023-07-07,55.0,Female,South,19,21210.48,94,204.79,6,Bronze,246.0,False,0
C00274,TXN000274,ACC00274,DEV00274,245.10.14.143,MER028,2023-04-06,33.0,Female,East,116,22926.15,68,296.53,9,Silver,354.0,True,0
C00275,TXN000275,ACC00275,DEV00275,11.184.241.72,MER005,2023-02-09,61.0,Female,South,51,6428.69,77,72.75,6,Bronze,31.0,True,0
C00276,TXN000276,ACC00276,DEV00276,75.220.91.62,MER003,2023-09-17,40.0,Male,East,58,9813.77,72,167.33,0,Bronze,326.0,True,0
C00277,TXN000277,ACC00277,DEV00277,22.214.236.20,MER022,2023-06-28,18.0,Female,East,57,7063.49,66,104.67,0,Silver,308.0,True,0
C00278,TXN000278,ACC00278,DEV00278,204.41.36.97,MER039,2023-01-18,49.0,Male,South,94,4191.04,78,60.61,8,Bronze,200.0,True,0
C00279,TXN000279,ACC00279,DEV00279,111.217.178.37,MER016,2023-03-08,28.0,Male,West,8,497.03,1,434.41,0,Bronze,330.0,True,0
C00280,TXN000280,ACC00280,DEV00280,149.223.169.59,MER017,2023-07-25,18.0,Female,North,10,27535.91,87,298.77,4,Silver,113.0,True,1
C00281,TXN000281,ACC00281,DEV00281,33.115.120.90,MER009,2023-03-03,25.0,Female,West,34,13306.87,74,185.75,0,Bronze,263.0,True,0
C00282,TXN000282,ACC00282,DEV00282,28.31.135.240,MER015,2023-05-23,34.0,Other,North,59,,74,210.25,3,Platinum,255.0,True,0
C00283,TXN000283,ACC00283,DEV00283,152.112.237.176,MER015,2023-02-15,47.0,Male,South,81,8287.25,40,221.44,6,Platinum,212.0,True,1
C00284,TXN000284,ACC00284,DEV00284,183.147.194.128,MER013,2023-10-18,75.0,Male,West,59,28053.79,81,320.24,1,Silver,305.0,True,0
C00285,TXN000285,ACC00285,DEV00285,159.157.192.229,MER018,2023-08-19,30.0,Female,East,53,15960.16,39,464.12,5,Platinum,320.0,False,0
C00286,TXN000286,ACC00286,DEV00286,75.178.9.136,MER015,2023-10-14,21.0,Male,South,113,1955.66,5,467.06,10,Gold,287.0,True,1
C00287,TXN000287,ACC00287,DEV00287,229.164.68.155,MER035,2023-01-20,29.0,Female,West,20,21217.23,91,201.83,0,Bronze,215.0,False,1
C00288,TXN000288,ACC00288,DEV00288,91.111.58.159,MER017,2023-05-18,36.0,Female,North,69,4546.75,24,171.34,0,Gold,357.0,False,0
C00289,TXN000289,ACC00289,DEV00289,51.113.239.193,MER038,2023-04-08,29.0,Male,East,66,2235.97,11,231.01,2,Bronze,203.0,True,0
C00290,TXN000290,ACC00290,DEV00290,106.247.4.244,MER031,2023-08-16,36.0,Male,East,57,16653.43,63,288.29,9,Silver,233.0,True,0
C00291,TXN000291,ACC00291,DEV00291,90.209.241.153,MER033,2023-10-27,74.0,Male,North,97,6741.8,24,236.29,4,Silver,69.0,False,0
C00292,TXN000292,ACC00292,DEV00292,156.191.61.46,MER030,2023-03-25,40.0,Female,West,33,31003.23,86,332.79,7,Bronze,118.0,True,0
C00293,TXN000293,ACC00293,DEV00293,88.122.189.66,MER047,2023-10-08,54.0,Female,West,115,13235.03,45,281.66,0,Bronze,331.0,True,0
C00294,TXN000294,ACC00294,DEV00294,144.1.8.246,MER013,2023-07-31,57.0,Male,North,40,154.29,1,167.15,8,Platinum,182.0,True,0
C00295,TXN000295,ACC00295,DEV00295,216.220.84.131,MER050,2023-10-28,25.0,Male,North,66,,96,179.41,0,Bronze,187.0,True,0
C00296,TXN000296,ACC00296,DEV00296,172.65.190.177,MER011,2023-01-30,32.0,Male,North,63,8293.94,52,195.51,7,Bronze,298.0,False,0
C00297,TXN000297,ACC00297,DEV00297,104.111.79.205,MER007,2023-12-28,42.0,Male,South,102,1661.09,27,56.37,1,Bronze,120.0,False,0
C00298,TXN000298,ACC00298,DEV00298,251.254.196.89,MER042,2023-06-08,44.0,Female,South,53,5077.83,68,91.37,9,Silver,97.0,False,0
C00299,TXN000299,ACC00299,DEV00299,199.63.228.68,MER045,2023-04-13,18.0,Female,East,35,15777.28,54,364.33,3,Gold,4.0,False,0
C00300,TXN000300,ACC00300,DEV00300,103.24.21.101,MER005,2023-03-08,55.0,Male,East,3,657.24,3,200.66,2,Gold,85.0,True,1
C00301,TXN000301,ACC00301,DEV00301,140.5.215.30,MER030,2023-12-26,35.0,Female,North,44,10320.02,76,115.12,3,Silver,187.0,True,0
C00302,TXN000302,ACC00302,DEV00302,254.70.97.41,MER026,2023-11-19,36.0,Male,South,100,12915.99,41,285.71,0,Bronze,265.0,False,0
C00303,TXN000303,ACC00303,DEV00303,210.186.20.27,MER012,2023-02-17,52.0,Male,West,2,26312.78,70,380.21,1,Bronze,121.0,False,0
C00304,TXN000304,ACC00304,DEV00304,155.220.28.57,MER027,2023-06-12,73.0,Female,West,108,12184.21,90,136.14,6,Silver,163.0,False,0
C00305,TXN000305,ACC00305,DEV00305,139.28.78.3,MER035,2023-09-25,68.0,Male,South,66,25080.57,62,415.13,3,Gold,81.0,False,0
C00306,TXN000306,ACC00306,DEV00306,127.182.105.66,MER029,2023-08-04,74.0,Male,North,17,29369.21,68,464.48,3,Gold,299.0,True,0
C00307,TXN000307,ACC00307,DEV00307,108.130.43.29,MER026,2023-03-10,41.0,Female,North,37,7939.08,26,302.72,8,Silver,192.0,True,0
C00308,TXN000308,ACC00308,DEV00308,47.251.184.32,MER045,2023-05-12,24.0,Female,South,67,7883.46,24,337.78,1,Silver,53.0,False,0
C00309,TXN000309,ACC00309,DEV00309,77.105.47.217,MER012,2023-05-15,30.0,Male,South,38,1560.9,42,35.76,4,Silver,223.0,True,0
C00310,TXN000310,ACC00310,DEV00310,239.63.5.68,MER032,2023-04-16,37.0,Female,South,14,47185.8,86,473.3,2,Silver,123.0,True,0
C00311,TXN000311,ACC00311,DEV00311,148.206.87.70,MER016,2023-12-17,35.0,Male,North,80,12846.15,53,202.32,5,Silver,316.0,True,0
C00312,TXN000312,ACC00312,DEV00312,64.1.4.109,MER049,2023-03-16,30.0,Female,South,81,13465.97,35,462.71,3,Silver,98.0,True,0
C00313,TXN000313,ACC00313,DEV00313,157.4.51.232,MER013,2023-09-15,26.0,Male,South,15,,78,293.7,0,Silver,316.0,True,0
C00314,TXN000314,ACC00314,DEV00314,252.164.133.149,MER044,2023-11-29,28.0,Female,South,34,919.7,86,12.26,0,Platinum,255.0,True,0
C00315,TXN000315,ACC00315,DEV00315,95.52.96.178,MER032,2023-10-18,56.0,Male,North,30,2473.48,91,28.89,9,Silver,50.0,True,0
C00316,TXN000316,ACC00316,DEV00316,169.173.155.16,MER011,2023-10-19,46.0,Female,West,80,9426.49,30,343.41,0,Bronze,278.0,True,0
C00317,TXN000317,ACC00317,DEV00317,160.224.165.148,MER038,2023-02-27,20.0,Female,South,88,17644.55,71,285.71,8,Bronze,264.0,True,0
C00318,TXN000318,ACC00318,DEV00318,57.202.115.67,MER013,2023-02-18,50.0,Male,South,88,1525.77,60,23.0,10,Silver,167.0,True,0
C00319,TXN000319,ACC00319,DEV00319,125.32.236.179,MER014,2023-10-13,66.0,Female,West,113,16818.5,45,374.3,5,Silver,59.0,False,0
C00320,TXN000320,ACC00320,DEV00320,83.202.14.99,MER018,2023-09-30,42.0,Male,East,93,19969.98,40,427.55,3,Silver,175.0,True,0
C00321,TXN000321,ACC00321,DEV00321,166.7.181.208,MER035,2023-09-28,36.0,Female,North,39,2470.72,12,253.24,8,Gold,223.0,True,0
C00322,TXN000322,ACC00322,DEV00322,151.53.191.87,MER020,2023-06-02,33.0,Male,North,13,,28,238.22,10,Bronze,49.0,True,0
C00323,TXN000323,ACC00323,DEV00323,187.160.24.26,MER029,2023-07-11,40.0,Male,North,74,670.42,55,12.68,1,Silver,125.0,True,0
C00324,TXN000324,ACC00324,DEV00324,4.19.77.7,MER028,2023-01-06,34.0,Female,East,110,29286.93,89,395.46,10,Gold,257.0,False,0
C00325,TXN000325,ACC00325,DEV00325,239.233.44.80,MER010,2023-04-17,71.0,Male,South,118,13547.73,87,172.05,10,Silver,202.0,True,0
C00326,TXN000326,ACC00326,DEV00326,189.168.148.252,MER012,2023-07-12,75.0,Female,South,28,9998.67,19,440.59,1,Silver,363.0,True,0
C00327,TXN000327,ACC00327,DEV00327,160.171.128.134,MER016,2023-02-15,37.0,Female,East,29,11584.14,68,192.8,0,Bronze,80.0,False,0
C00328,TXN000328,ACC00328,DEV00328,74.133.234.96,MER012,2023-02-17,71.0,Male,East,5,2270.22,9,286.89,7,Silver,284.0,True,0
C00329,TXN000329,ACC00329,DEV00329,34.153.200.244,MER046,2023-01-17,67.0,Male,North,17,9973.33,68,142.47,0,Gold,156.0,False,0
C00330,TXN000330,ACC00330,DEV00330,138.201.64.108,MER020,2023-03-18,22.0,Female,North,67,3101.66,35,88.69,6,Platinum,82.0,False,0
C00331,TXN000331,ACC00331,DEV00331,107.85.182.225,MER021,2023-12-29,46.0,Female,West,66,18100.74,45,389.7,0,Silver,348.0,True,0
C00332,TXN000332,ACC00332,DEV00332,83.35.210.216,MER034,2023-09-12,56.0,Male,West,45,17340.43,72,253.33,7,Bronze,228.0,False,0
C00333,TXN000333,ACC00333,DEV00333,238.65.183.182,MER040,2023-12-13,42.0,Male,West,38,13267.51,43,272.88,2,Silver,196.0,True,0
C00334,TXN000334,ACC00334,DEV00334,201.205.242.122,MER035,2023-04-04,44.0,Female,West,100,33470.54,81,483.05,1,Gold,108.0,True,0
C00335,TXN000335,ACC00335,DEV00335,20.49.226.215,MER028,2023-08-07,46.0,Female,South,56,25290.35,54,482.15,0,Bronze,322.0,True,0
C00336,TXN000336,ACC00336,DEV00336,3.94.63.82,MER049,2023-11-22,57.0,Female,West,97,46184.29,100,429.26,2,Gold,12.0,True,0
C00337,TXN000337,ACC00337,DEV00337,163.130.123.111,MER045,2023-05-09,35.0,Male,West,116,7484.4,64,101.93,5,Bronze,43.0,True,0
C00338,TXN000338,ACC00338,DEV00338,163.174.12.35,MER011,2023-08-28,52.0,Female,West,39,8564.3,30,301.19,0,Bronze,66.0,True,0
C00339,TXN000339,ACC00339,DEV00339,87.111.254.227,MER009,2023-09-10,32.0,Female,North,25,35273.24,78,440.29,8,Bronze,239.0,True,0
C00340,TXN000340,ACC00340,DEV00340,165.10.26.117,MER020,2023-10-31,69.0,Male,North,115,6565.87,41,193.49,6,Bronze,38.0,True,0
C00341,TXN000341,ACC00341,DEV00341,150.168.37.226,MER042,2023-12-20,22.0,Male,South,77,2791.17,54,59.54,3,Gold,291.0,True,0
C00342,TXN000342,ACC00342,DEV00342,126.151.10.210,MER049,2023-08-13,21.0,Male,East,35,4720.27,14,407.37,10,Silver,72.0,True,0
C00343,TXN000343,ACC00343,DEV00343,138.57.81.90,MER036,2023-08-01,20.0,Female,West,75,3221.87,12,246.06,7,Bronze,247.0,True,0
C00344,TXN000344,ACC00344,DEV00344,7.240.204.226,MER035,2023-11-14,38.0,Male,South,62,15210.93,58,286.55,7,Silver,291.0,True,0
C00345,TXN000345,ACC00345,DEV00345,90.142.117.121,MER012,2023-09-07,53.0,Female,West,109,10169.1,19,491.25,1,Bronze,321.0,False,0
C00346,TXN000346,ACC00346,DEV00346,150.115.197.15,MER030,2023-05-13,75.0,Female,West,31,25419.18,100,307.53,7,Bronze,107.0,True,0
C00347,TXN000347,ACC00347,DEV00347,49.227.225.208,MER010,2023-08-19,44.0,Male,West,119,21490.45,86,218.24,6,Bronze,,False,0
C00348,TXN000348,ACC00348,DEV00348,94.116.7.71,MER027,2023-07-20,28.0,Female,North,113,15404.4,71,191.29,10,Silver,277.0,True,0
C00349,TXN000349,ACC00349,DEV00349,185.88.122.32,MER010,2023-03-25,39.0,Female,North,22,13271.06,74,214.63,5,Bronze,164.0,True,0
C00350,TXN000350,ACC00350,DEV00350,127.184.146.142,MER004,2023-07-08,25.0,Male,North,20,3303.74,60,68.02,7,Gold,347.0,False,0
C00351,TXN000351,ACC00351,DEV00351,233.60.77.159,MER049,2023-08-16,45.0,Female,East,64,2299.76,7,399.43,3,Bronze,,True,0
C00352,TXN000352,ACC00352,DEV00352,122.249.16.32,MER045,2023-11-26,60.0,Female,East,6,19198.31,40,420.48,0,Gold,210.0,True,0
C00353,TXN000353,ACC00353,DEV00353,87.117.227.126,MER035,2023-07-31,20.0,Male,South,36,6675.06,50,149.35,1,Gold,44.0,True,0
C00354,TXN000354,ACC00354,DEV00354,112.43.111.136,MER032,2023-03-02,63.0,Female,North,53,14897.33,92,158.86,9,Bronze,178.0,True,0
C00355,TXN000355,ACC00355,DEV00355,149.154.110.40,MER012,2023-12-27,31.0,Female,East,117,9360.68,22,438.42,8,Bronze,1.0,True,0
C00356,TXN000356,ACC00356,DEV00356,39.40.158.218,MER029,2023-07-30,56.0,Male,East,120,1216.05,50,21.75,4,Platinum,274.0,True,0
C00357,TXN000357,ACC00357,DEV00357,225.80.21.161,MER038,2023-04-15,65.0,Other,South,19,9234.51,35,265.02,7,Silver,221.0,True,1
C00358,TXN000358,ACC00358,DEV00358,10.160.98.214,MER027,2023-10-03,63.0,Female,South,108,3321.68,14,237.2,0,Silver,36.0,False,0
