age,gender,region,tenure_months,annual_spend_usd,num_purchases,avg_order_value,returns_count,loyalty_tier,last_purchase_days,email_opt_in,churned,Target
51.0,0,0,53,3827.11,32,110.85,6,3,234.0,1,0,1
21.0,0,1,15,6350.64,11,488.11,0,0,280.0,1,0,0
23.0,1,2,69,5214.69,43,117.17,8,0,2.0,1,0,0
75.0,0,1,10,14622.14,32,468.73,0,3,142.0,0,0,3
20.0,1,0,48,51734.28,96,488.82,3,0,206.0,0,0,2
44.0,0,2,117,11767.6,78,125.82,9,1,2.0,1,0,0
64.0,0,3,37,1530.97,52,34.07,3,0,64.0,1,0,0
34.0,0,2,16,7060.42,94,85.26,5,3,153.0,1,0,1
46.0,1,0,59,1833.8,44,41.03,8,2,102.0,1,0,1
66.0,0,0,62,1467.53,14,105.61,0,3,260.0,1,0,1
60.0,1,0,80,1187.45,4,288.6,8,1,13.0,1,1,0
35.0,0,3,38,35217.35,94,457.1,3,3,325.0,0,0,2
61.0,0,0,115,25226.67,96,273.24,7,1,62.0,1,0,2
57.0,1,0,63,24215.96,74,316.73,2,3,161.0,0,0,2
47.0,1,0,35,1238.83,11,108.91,1,3,361.0,1,0,1
43.0,0,2,116,12828.23,30,402.29,8,0,242.0,0,0,3
71.0,1,0,111,1701.33,5,312.72,8,1,365.0,0,1,3
68.0,0,3,60,2747.82,6,433.43,10,0,8.0,1,1,0
75.0,0,0,3,13251.7,25,474.93,7,2,263.0,1,1,1
57.0,0,0,72,10989.62,58,180.47,5,0,28.0,0,0,3
38.0,1,1,67,386.37,7,54.38,2,0,224.0,1,0,0
24.0,1,2,18,12457.92,99,120.71,3,1,119.0,1,1,0
25.0,1,1,77,8681.16,46,224.54,7,0,284.0,1,1,0
73.0,0,1,101,11621.77,27,473.39,3,0,46.0,0,0,3
39.0,2,2,13,10270.58,52,195.37,5,1,328.0,1,0,0
24.0,0,2,87,35641.59,80,387.68,1,0,176.0,1,0,2
30.0,1,0,17,9424.43,32,274.83,4,0,190.0,1,0,0
19.0,1,3,90,416.33,5,99.58,2,3,209.0,0,0,3
48.0,1,3,51,1039.98,6,167.16,1,0,13.0,1,0,0
52.0,2,2,1,25225.76,86,330.06,1,0,114.0,0,0,2
39.0,1,2,116,4457.98,12,339.7,5,0,259.0,0,0,3
61.0,1,0,20,16143.47,64,223.03,4,0,351.0,1,0,0
45.0,0,2,72,4937.48,39,122.04,1,0,360.0,1,0,0
73.0,0,3,22,29407.76,78,363.73,5,0,196.0,0,0,2
62.0,1,3,112,607.33,7,92.75,1,3,95.0,0,0,3
22.0,0,0,89,41299.84,90,468.97,0,3,175.0,1,0,2
61.0,1,0,52,3067.66,45,62.58,4,0,145.0,1,0,0
49.0,1,3,57,5372.97,21,253.85,10,1,132.0,1,0,0
61.0,1,1,77,24562.21,98,264.58,2,3,317.0,1,0,2
37.0,2,1,95,6585.25,31,259.01,3,3,143.0,1,0,1
20.0,0,0,102,9599.39,50,223.97,2,3,11.0,1,0,1
63.0,0,2,3,17455.08,40,497.46,3,0,264.0,0,0,3
63.0,1,0,80,5656.93,24,248.28,7,1,243.0,0,0,3
55.0,0,2,14,12078.03,42,244.19,3,2,139.0,0,0,3
41.0,2,3,35,3473.87,16,216.67,7,2,230.0,1,0,1
18.0,1,2,100,38.21,1,42.74,9,0,344.0,1,0,0
60.0,2,2,31,7341.45,29,300.55,10,0,338.0,1,0,0
56.0,0,1,96,1365.94,12,121.7,6,0,289.0,0,0,3
56.0,0,1,56,15252.32,42,322.43,7,0,213.0,1,0,0
27.0,1,1,28,2895.45,87,34.91,10,0,11.0,1,0,0
60.0,0,3,41,9254.58,17,490.88,8,3,187.0,0,0,3
60.0,0,2,64,268.85,1,239.81,3,0,299.0,0,0,3
67.0,0,1,92,4553.4,12,449.41,1,2,309.0,1,1,1
50.0,0,2,73,12932.71,51,243.02,1,0,283.0,0,1,3
41.0,0,3,105,19439.18,49,412.88,6,1,189.0,1,0,2
58.0,0,3,91,806.29,3,327.61,3,1,41.0,1,0,0
58.0,0,1,73,15626.85,34,393.06,3,0,182.0,1,0,0
63.0,1,3,35,10648.34,42,219.8,3,3,117.0,0,0,3
67.0,1,2,50,14319.67,44,322.59,8,0,305.0,1,0,0
18.0,1,3,15,24557.58,56,429.55,6,0,284.0,1,0,2
63.0,1,1,45,22310.61,79,319.22,9,3,156.0,0,0,2
63.0,2,0,112,9560.1,47,180.36,3,0,142.0,1,0,0
49.0,1,3,52,28428.47,85,334.64,5,3,59.0,1,0,2
48.0,0,1,14,14626.13,53,339.21,1,0,16.0,1,0,0
59.0,0,3,79,13928.74,27,480.69,10,3,115.0,1,0,1
44.0,0,1,116,5204.97,23,191.75,5,1,88.0,1,0,0
42.0,1,3,105,8151.99,33,218.29,6,0,97.0,1,0,0
64.0,0,0,33,22295.05,60,407.94,4,0,365.0,0,0,2
63.0,0,3,55,5293.88,25,257.82,2,3,249.0,1,0,1
30.0,0,3,64,40135.37,92,370.92,10,1,202.0,1,0,2
66.0,1,2,30,13266.69,48,235.26,5,3,66.0,1,0,1
36.0,0,2,33,10186.72,87,115.59,7,1,308.0,0,0,3
25.0,1,0,29,27358.92,69,375.15,0,3,236.0,1,0,2
31.0,1,2,90,2388.92,23,107.31,8,3,171.0,0,0,3
29.0,1,1,101,20164.86,75,317.14,0,0,202.0,1,0,2
33.0,0,3,98,10726.52,34,376.16,1,1,307.0,1,0,0
46.0,1,1,116,10011.57,25,448.4,8,0,263.0,1,0,0
27.0,0,2,13,15312.84,94,143.57,3,0,178.0,1,0,0
27.0,0,2,106,2702.25,49,64.25,3,3,244.0,0,0,3
40.0,1,2,8,2130.77,5,478.46,6,3,340.0,1,0,1
30.0,1,3,58,4366.8,50,85.67,2,3,120.0,1,0,1
29.0,1,3,72,4450.13,47,106.86,0,3,329.0,1,0,1
70.0,0,0,43,11498.96,87,152.75,0,2,222.0,1,0,1
52.0,0,3,18,19888.05,72,269.4,0,1,68.0,1,0,2
18.0,1,1,24,8384.57,20,442.58,1,1,353.0,0,0,3
23.0,0,3,99,6431.7,16,382.67,7,3,251.0,1,1,1
65.0,1,1,39,25367.64,61,357.0,3,3,141.0,0,0,2
33.0,0,1,38,412.3,5,95.84,0,3,79.0,0,0,3
26.0,0,1,111,6908.71,32,185.26,0,3,335.0,1,0,1
66.0,0,3,110,279.2,3,82.24,9,3,17.0,0,0,3
41.0,1,2,111,13941.77,92,143.98,3,0,233.0,1,0,0
61.0,0,3,72,1519.39,9,161.08,0,0,42.0,1,0,0
42.0,0,2,20,76.4,1,72.37,2,1,108.0,1,0,0
24.0,2,1,19,28287.1,94,279.62,5,0,208.0,1,0,2
64.0,0,2,35,5447.52,19,355.46,2,3,91.0,0,0,3
71.0,0,1,70,4295.32,82,44.27,10,3,188.0,1,0,1
75.0,1,2,19,1016.66,4,245.75,8,0,157.0,1,0,0
23.0,0,0,55,7000.93,16,393.28,3,1,213.0,1,0,0
50.0,1,3,14,4296.45,12,376.52,10,0,293.0,1,1,0
54.0,0,0,65,23397.49,71,409.39,3,1,57.0,0,0,2
22.0,1,1,3,14523.65,63,229.64,1,1,291.0,0,1,3
73.0,2,0,86,19836.25,48,412.07,10,0,82.0,0,0,3
23.0,0,0,7,3118.62,25,127.97,10,0,13.0,1,1,0
33.0,1,1,24,1573.41,9,186.8,3,0,163.0,1,0,0
74.0,0,3,21,4945.45,57,96.41,6,0,111.0,0,1,3
50.0,0,3,100,5800.9,24,239.07,1,0,68.0,1,0,0
57.0,1,0,7,11521.62,60,202.11,7,2,155.0,0,0,3
46.0,0,2,52,10496.27,69,128.05,7,0,318.0,1,0,0
61.0,0,2,71,27953.8,85,378.37,7,1,214.0,1,0,2
22.0,0,2,62,7598.3,50,163.78,6,0,266.0,1,0,0
21.0,0,2,97,2187.31,29,74.14,6,0,28.0,1,1,0
28.0,1,1,48,19346.15,86,225.02,9,3,123.0,0,0,3
47.0,0,1,100,9048.25,54,158.45,1,3,283.0,1,0,1
44.0,1,0,39,13969.18,62,190.94,5,0,324.0,1,0,0
26.0,1,1,119,5282.92,46,125.64,4,1,38.0,0,0,3
64.0,1,2,61,7030.45,17,383.95,5,0,174.0,1,0,0
35.0,1,2,89,33950.2,90,465.7,1,3,145.0,1,0,2
68.0,0,1,106,17928.27,78,253.99,3,3,272.0,0,0,3
18.0,0,3,96,32035.25,100,325.07,10,3,76.0,0,0,2
31.0,0,3,103,30385.52,86,434.91,1,0,177.0,1,0,2
52.0,1,0,6,8652.14,26,310.62,7,0,170.0,1,1,0
41.0,1,1,60,12250.15,25,445.99,5,0,286.0,1,0,0
27.0,0,3,22,42157.9,92,455.22,0,0,228.0,1,0,2
51.0,0,3,107,23203.61,56,397.81,0,2,219.0,1,0,2
73.0,0,2,29,10398.5,46,235.86,3,3,95.0,1,0,1
25.0,1,0,28,3941.81,97,49.77,1,3,363.0,1,0,1
32.0,0,3,30,908.98,61,17.74,1,0,92.0,0,0,3
45.0,1,0,78,23564.18,91,243.83,1,0,340.0,1,0,2
60.0,0,1,69,29918.16,99,252.21,2,3,362.0,1,0,2
25.0,1,2,114,1352.1,8,209.61,9,0,187.0,0,0,3
31.0,0,1,50,10916.58,37,288.4,7,0,318.0,0,0,3
31.0,1,2,34,22845.96,74,280.56,0,3,262.0,1,0,1
53.0,0,3,6,38936.09,82,419.94,6,3,270.0,0,0,2
22.0,1,1,1,965.75,15,63.24,1,2,26.0,0,0,3
56.0,0,3,45,4035.59,32,120.34,4,0,51.0,1,0,0
42.0,1,2,112,23646.34,55,398.57,0,3,26.0,1,0,2
37.0,0,2,63,38922.2,80,425.44,0,0,12.0,1,0,2
68.0,1,0,108,5067.62,12,497.46,1,0,306.0,0,0,3
65.0,1,1,13,31253.42,61,437.73,4,1,65.0,1,0,2
64.0,0,1,12,10844.46,30,446.05,5,0,3.0,1,0,0
69.0,1,2,101,4093.95,22,164.03,3,3,343.0,0,0,3
31.0,1,1,13,8933.41,52,206.81,6,3,102.0,1,0,1
67.0,0,3,7,5211.91,42,141.36,7,0,298.0,1,0,0
28.0,0,0,49,15753.62,64,307.09,8,2,351.0,0,0,3
37.0,0,3,111,14710.98,32,470.01,6,3,191.0,0,1,3
50.0,1,3,83,13862.55,83,178.87,6,1,339.0,0,0,3
61.0,0,2,12,1961.04,8,282.93,5,3,354.0,1,0,1
51.0,0,3,101,13237.39,87,155.19,2,2,53.0,1,0,1
50.0,1,1,102,268.68,3,93.2,5,0,54.0,1,0,0
39.0,0,2,97,8654.32,74,105.64,0,3,136.0,1,0,1
52.0,1,0,109,1554.94,35,38.39,10,1,205.0,1,0,0
45.0,0,2,29,19661.73,39,475.15,4,0,287.0,0,0,3
45.0,0,0,118,352.5,2,207.41,8,0,67.0,0,0,3
51.0,0,3,39,27295.98,71,418.72,10,2,71.0,1,0,2
52.0,0,2,97,6811.86,17,343.85,5,3,112.0,1,0,1
37.0,1,2,70,5737.04,66,104.04,9,3,100.0,1,0,1
25.0,1,0,94,6745.49,73,95.98,5,3,344.0,1,0,1
35.0,0,3,76,40805.42,85,407.87,1,1,145.0,0,0,2
41.0,0,3,78,11707.54,71,139.71,0,1,317.0,1,0,0
27.0,0,3,74,13679.05,31,457.51,1,3,21.0,0,0,3
28.0,1,1,94,6208.23,74,78.63,10,0,38.0,1,0,0
73.0,0,1,89,27901.4,83,342.08,5,0,294.0,1,0,2
34.0,1,0,17,14418.09,32,409.09,3,3,92.0,0,0,3
60.0,1,2,100,1323.49,13,125.28,4,1,31.0,1,0,0
25.0,0,0,65,11218.74,90,145.34,2,3,217.0,1,0,1
30.0,0,0,62,7482.62,60,139.65,10,0,23.0,1,0,0
40.0,2,2,117,5648.11,24,220.68,0,3,149.0,1,0,1
63.0,1,3,103,2713.4,13,221.93,7,1,201.0,1,0,0
49.0,0,0,56,6599.44,15,390.14,0,3,214.0,1,0,1
63.0,0,1,95,26322.65,68,388.21,10,1,9.0,1,0,2
19.0,1,0,47,15169.51,70,195.38,0,2,107.0,0,0,3
19.0,1,2,83,2665.83,7,419.21,2,0,126.0,0,0,3
63.0,1,1,77,2054.65,18,114.41,0,2,107.0,1,0,1
33.0,1,1,30,851.57,80,12.11,5,3,205.0,1,0,1
70.0,1,0,32,16917.42,51,289.87,6,1,84.0,1,1,0
69.0,0,1,17,3359.53,100,28.94,0,3,342.0,1,0,1
75.0,1,1,53,3478.11,27,111.92,1,3,242.0,0,1,3
65.0,0,1,58,312.85,1,264.27,10,0,142.0,1,1,0
40.0,0,2,20,33727.13,93,406.87,8,3,159.0,1,1,2
75.0,0,2,51,125.79,2,53.63,10,3,214.0,0,0,3
38.0,0,0,73,11729.83,56,203.66,5,3,265.0,0,1,3
52.0,0,0,28,36441.11,100,376.07,6,0,111.0,1,0,2
18.0,1,0,41,11408.49,58,192.06,8,3,15.0,1,0,1
73.0,1,3,45,5668.41,59,102.53,6,0,257.0,0,0,3
52.0,0,1,61,3776.85,39,105.79,4,2,242.0,1,0,1
73.0,0,0,44,2458.24,13,210.92,3,2,38.0,0,0,3
38.0,0,1,89,11832.17,58,244.91,5,0,229.0,0,0,3
36.0,2,3,40,38852.64,90,432.29,0,0,27.0,1,0,2
48.0,1,2,53,3750.62,10,324.7,2,0,235.0,1,0,0
68.0,1,2,46,32612.52,89,348.3,8,3,272.0,1,0,2
49.0,0,1,22,20822.98,42,491.66,9,1,6.0,1,0,2
63.0,1,0,83,11110.52,54,211.8,1,3,266.0,1,0,1
62.0,0,3,36,25745.79,63,462.44,0,0,97.0,0,0,2
60.0,0,1,96,2799.36,19,130.48,8,0,258.0,0,0,3
69.0,1,2,114,9051.25,28,367.61,3,1,130.0,0,0,3
21.0,0,3,81,30123.02,73,379.74,3,3,357.0,0,0,2
40.0,1,3,110,383.66,6,57.92,0,3,350.0,1,0,1
23.0,0,3,103,11097.02,45,239.43,10,0,361.0,1,0,0
41.0,1,0,58,7439.94,60,108.28,4,2,39.0,1,0,1
62.0,0,3,93,1293.64,14,100.83,8,0,65.0,1,0,0
55.0,0,1,40,8205.0,30,237.28,7,1,67.0,1,0,0
61.0,1,3,56,5801.31,35,151.82,1,1,214.0,1,0,0
60.0,0,0,65,30007.85,67,400.07,8,3,157.0,1,0,2
75.0,1,2,116,47497.24,98,454.73,6,1,273.0,1,0,2
69.0,1,1,102,38573.32,84,403.33,6,0,103.0,0,0,2
52.0,0,0,59,3192.85,19,140.36,2,3,73.0,1,0,1
68.0,0,1,79,279.44,2,144.33,9,0,237.0,1,0,0
20.0,1,0,25,910.49,6,134.82,10,3,226.0,1,0,1
59.0,0,1,97,5017.31,60,76.17,4,0,253.0,1,0,0
48.0,0,2,67,7416.85,16,472.46,1,0,114.0,1,0,0
73.0,0,1,64,5816.43,24,207.0,9,0,193.0,1,0,0
47.0,1,2,92,9777.4,85,120.1,9,0,339.0,1,1,0
28.0,1,2,76,38367.63,88,424.87,5,3,224.0,0,0,2
59.0,0,1,9,14548.89,84,205.61,6,3,341.0,1,0,1
73.0,1,3,35,629.86,26,27.21,2,0,159.0,0,0,3
18.0,1,3,22,6294.64,62,89.35,0,2,17.0,0,0,3
21.0,0,2,89,19211.02,62,323.23,10,2,278.0,1,0,1
56.0,1,1,5,7161.93,19,393.62,5,0,169.0,1,1,0
50.0,0,3,25,5703.14,56,113.36,3,3,16.0,1,0,1
23.0,0,0,84,19168.89,40,426.99,0,1,115.0,0,0,3
51.0,2,0,61,37468.01,76,425.71,0,0,70.0,0,0,2
50.0,2,1,104,6844.13,68,121.55,2,1,250.0,0,0,3
67.0,0,2,111,1933.22,54,34.76,4,0,224.0,1,0,0
40.0,0,1,16,31342.19,73,435.04,4,0,121.0,0,0,2
38.0,1,0,115,12870.3,77,159.84,2,1,31.0,1,0,0
22.0,2,3,74,17479.8,57,313.27,3,3,29.0,1,0,1
50.0,0,0,77,9905.69,27,382.38,3,1,346.0,1,1,0
55.0,0,0,12,5475.08,76,72.86,5,0,126.0,0,0,3
34.0,1,0,75,29195.1,72,392.61,6,0,40.0,1,0,2
60.0,1,3,88,46535.42,99,469.87,9,0,260.0,1,0,2
72.0,0,1,70,5442.18,15,366.9,8,0,318.0,1,0,0
28.0,0,2,11,10708.23,42,226.2,3,0,45.0,0,1,3
51.0,1,2,63,44896.85,93,439.57,9,3,345.0,1,0,2
58.0,1,0,113,13073.7,52,268.45,5,3,265.0,1,0,1
19.0,0,2,87,39901.84,95,374.94,2,3,92.0,1,0,2
28.0,1,3,17,940.68,2,412.05,3,0,284.0,1,0,0
25.0,1,3,116,12483.65,80,151.05,9,3,232.0,0,0,3
38.0,1,3,21,2229.22,36,67.74,4,0,47.0,0,0,3
26.0,1,1,97,7362.75,53,126.79,1,1,90.0,0,0,3
70.0,0,3,49,9873.61,43,256.41,2,0,283.0,1,0,0
52.0,0,3,72,11285.28,41,257.59,1,3,294.0,1,0,1
37.0,1,1,54,25056.24,94,295.5,7,1,4.0,1,0,2
63.0,1,2,94,2045.08,10,203.6,5,3,79.0,0,0,3
52.0,1,3,96,38780.12,89,457.45,7,3,331.0,0,0,2
57.0,0,2,112,9937.86,66,130.9,9,0,247.0,1,0,0
64.0,1,0,114,17725.72,40,370.9,8,3,258.0,1,0,1
30.0,0,1,11,6689.86,17,342.21,1,1,142.0,1,0,0
52.0,1,0,31,15919.45,69,266.31,6,2,20.0,0,0,3
62.0,1,0,87,5427.12,47,102.38,9,3,280.0,0,0,3
64.0,1,2,71,4873.01,15,399.66,8,0,292.0,1,0,0
28.0,1,2,7,16566.97,36,480.71,3,1,162.0,0,0,3
74.0,1,3,12,40510.53,97,363.7,4,3,185.0,0,0,2
33.0,1,2,63,13350.46,27,459.75,9,0,86.0,1,0,0
40.0,1,2,74,8976.54,18,492.25,0,0,166.0,0,0,3
29.0,2,2,21,12027.67,69,182.5,5,0,89.0,1,0,0
32.0,1,2,16,24153.18,92,242.23,9,0,49.0,1,0,2
60.0,0,3,1,6410.94,99,55.97,0,0,91.0,1,0,0
52.0,0,0,69,17402.09,92,212.06,3,2,265.0,1,0,1
40.0,0,1,58,9528.24,25,439.01,2,0,189.0,1,0,0
49.0,0,2,56,3469.66,22,149.19,5,0,328.0,0,0,3
53.0,0,0,82,16477.57,35,396.02,3,3,81.0,1,0,1
28.0,1,0,63,8346.6,47,197.56,3,0,100.0,1,0,0
35.0,0,3,88,38817.36,88,490.19,6,2,89.0,1,0,2
69.0,0,2,92,28050.39,74,442.93,6,2,231.0,1,0,2
18.0,1,2,111,11725.16,65,157.65,10,3,40.0,0,0,3
73.0,0,0,96,30359.44,88,387.39,5,3,251.0,0,0,2
73.0,1,1,63,11393.37,65,175.06,6,0,299.0,1,0,0
32.0,1,0,60,13962.06,38,307.12,7,0,247.0,0,0,3
36.0,0,3,29,11245.23,42,332.66,1,0,50.0,1,1,0
29.0,1,0,72,22147.35,52,416.5,7,0,180.0,0,0,3
50.0,0,2,17,198.79,9,21.98,9,0,195.0,1,0,0
30.0,2,3,112,9928.26,75,117.88,3,3,143.0,1,0,1
40.0,1,0,15,20414.26,74,286.13,3,0,279.0,1,0,0
74.0,0,3,95,11840.32,54,252.85,3,3,305.0,1,0,1
67.0,0,1,15,3208.89,79,37.05,6,3,110.0,1,1,1
41.0,1,3,87,19117.25,95,180.66,9,0,121.0,1,0,2
52.0,1,0,11,21137.84,57,433.9,6,0,76.0,0,0,2
21.0,0,1,79,2599.85,11,204.25,3,0,200.0,1,0,0
47.0,1,3,88,29562.65,78,473.12,7,1,261.0,0,1,2
45.0,1,1,51,2922.76,91,34.93,3,2,98.0,1,0,1
41.0,2,3,111,26996.78,70,377.36,6,3,79.0,0,0,2
23.0,1,3,93,11065.48,87,136.23,7,3,13.0,1,0,1
66.0,1,2,25,34365.76,87,434.64,3,1,35.0,0,0,2
41.0,0,2,81,29565.32,80,375.57,7,3,19.0,0,0,2
45.0,1,1,88,19759.36,51,444.0,4,0,76.0,0,0,3
41.0,1,2,41,1171.72,10,115.8,1,0,254.0,0,0,3
46.0,0,1,89,292.68,1,270.33,4,3,283.0,1,0,1
55.0,0,3,108,8476.47,21,391.84,4,3,356.0,0,0,3
62.0,0,0,99,4803.4,44,130.39,0,0,199.0,1,0,0
49.0,1,1,92,10501.84,75,123.07,9,0,166.0,1,0,0
27.0,0,3,77,933.26,46,23.32,5,0,329.0,0,0,3
68.0,0,1,33,1591.44,3,479.67,0,0,54.0,1,0,0
34.0,0,0,96,7434.85,22,357.91,9,3,231.0,1,0,1
18.0,0,1,44,35061.86,98,321.42,9,3,299.0,0,0,2
20.0,0,1,64,32724.71,99,374.56,0,3,184.0,1,0,2
62.0,0,1,38,8990.35,38,270.49,1,0,96.0,1,0,0
40.0,0,2,38,19684.66,81,243.31,4,0,227.0,1,0,2
19.0,1,0,19,13481.98,72,230.27,5,1,364.0,0,0,3
65.0,0,3,116,27094.4,94,323.82,7,3,87.0,0,0,2
35.0,0,3,18,10546.01,89,108.75,4,0,206.0,1,0,0
74.0,1,0,11,31829.14,63,445.15,6,0,19.0,1,0,2
69.0,1,0,113,13575.38,40,407.76,0,1,85.0,1,0,0
20.0,0,2,67,13166.8,63,181.29,7,1,280.0,0,0,3
58.0,1,2,53,10510.43,32,293.52,10,1,182.0,0,0,3
52.0,0,3,89,3177.89,35,79.1,5,3,73.0,0,0,3
27.0,0,0,46,32028.67,61,486.45,5,3,123.0,1,0,2
37.0,1,0,16,28068.3,58,452.42,3,3,45.0,1,1,2
46.0,1,1,88,27515.51,59,461.73,10,0,285.0,1,0,2
26.0,0,2,22,7149.41,39,172.76,0,3,345.0,1,1,1
59.0,1,0,67,4446.48,41,92.88,3,3,39.0,1,0,1
34.0,0,2,114,191.18,2,113.77,1,0,87.0,1,0,0
72.0,1,0,113,3056.9,61,54.1,9,1,313.0,1,0,0
64.0,1,3,44,3310.37,58,68.85,5,0,321.0,0,0,3
54.0,0,1,94,4975.97,94,44.94,10,0,281.0,1,0,0
24.0,1,3,74,24692.79,51,495.01,7,0,261.0,1,0,2
19.0,0,3,58,2328.22,47,46.29,6,1,315.0,0,1,3
26.0,0,2,17,596.24,7,74.95,5,2,137.0,1,0,1
46.0,1,3,46,9938.5,20,415.35,2,3,327.0,1,0,1
63.0,1,1,79,8653.08,34,294.32,6,2,324.0,1,1,1
26.0,0,2,119,16572.53,38,389.46,7,1,84.0,1,0,0
59.0,0,1,1,13638.51,37,319.15,10,1,27.0,1,1,0
33.0,0,3,102,27386.07,77,322.85,10,0,277.0,1,0,2
52.0,1,0,115,3505.49,14,265.84,10,1,311.0,1,0,0
66.0,1,0,51,12940.51,34,359.25,5,3,52.0,1,0,1
48.0,0,3,33,5031.7,31,179.57,1,0,281.0,1,0,0
35.0,1,0,106,394.43,5,93.16,9,2,264.0,1,0,1
63.0,0,0,77,11451.23,34,400.32,1,0,107.0,1,0,0
22.0,0,3,15,436.0,3,137.74,4,2,9.0,1,0,1
58.0,0,0,58,8460.3,73,130.71,2,0,271.0,1,0,0
61.0,0,0,71,11376.18,25,422.61,10,0,318.0,1,0,0
30.0,1,2,4,3692.81,20,171.8,7,1,30.0,1,1,0
32.0,1,0,83,3515.83,10,346.16,0,3,170.0,1,0,1
29.0,1,0,66,24210.73,48,429.64,2,0,74.0,0,1,2
40.0,0,0,2,3487.32,76,48.09,8,3,250.0,1,1,1
48.0,1,0,12,25757.28,59,384.86,9,0,285.0,0,0,2
24.0,1,2,55,11876.14,89,160.76,10,3,352.0,1,0,1
50.0,1,1,87,4454.86,35,116.14,9,1,130.0,0,0,3
50.0,1,2,52,24911.61,48,455.8,8,1,114.0,0,1,2
35.0,0,2,36,3349.19,21,154.56,1,3,278.0,0,0,3
73.0,1,0,117,29730.31,98,288.73,0,2,163.0,1,0,2
36.0,1,3,56,2718.88,19,152.02,7,0,9.0,1,0,0
68.0,1,0,38,14487.23,48,281.6,5,0,346.0,1,0,0
28.0,1,3,54,18483.67,53,314.71,7,0,39.0,1,0,0
22.0,1,0,2,2223.92,6,309.06,9,3,339.0,0,0,3
28.0,0,3,37,14785.67,47,315.54,0,3,60.0,1,0,1
42.0,0,3,62,2889.73,46,76.19,5,1,197.0,0,1,3
70.0,0,1,111,9444.33,26,349.83,9,0,115.0,0,0,3
28.0,1,0,89,3753.38,13,340.63,4,0,251.0,0,0,3
58.0,0,3,66,43.12,1,46.29,5,2,135.0,1,0,1
37.0,1,1,47,1654.34,9,210.43,0,0,355.0,1,0,0
59.0,1,1,6,2432.69,25,118.96,8,3,81.0,0,1,3
31.0,1,1,106,17148.21,66,226.07,8,0,25.0,1,0,0
70.0,0,1,83,27401.96,68,374.02,4,0,270.0,0,0,2
22.0,2,2,94,30080.08,89,416.58,4,0,223.0,1,0,2
65.0,1,0,101,3407.42,12,277.44,2,0,9.0,0,0,3
68.0,1,3,6,8383.88,24,382.61,9,0,289.0,1,1,0
43.0,1,0,13,6523.29,26,241.55,5,2,296.0,1,0,1
58.0,1,2,80,3471.3,14,254.61,7,3,345.0,1,0,1
31.0,0,2,120,11003.11,30,313.66,1,0,340.0,1,0,0
67.0,0,3,3,13608.55,32,464.71,8,0,97.0,0,1,3
39.0,0,0,80,20711.11,77,250.99,7,3,260.0,1,0,1
33.0,0,3,17,6852.52,31,269.04,10,1,147.0,0,0,3
47.0,1,1,79,31732.04,88,304.98,1,0,218.0,0,0,2
33.0,1,1,75,34538.2,78,371.38,5,0,122.0,0,0,2
53.0,1,1,11,4507.54,91,45.21,5,0,240.0,1,0,0
61.0,0,0,82,2849.38,11,262.69,5,3,348.0,1,0,1
41.0,0,0,108,21624.53,99,245.98,0,2,239.0,1,0,2
63.0,1,2,104,32198.88,62,461.63,5,3,337.0,1,0,2
74.0,0,0,30,7662.44,36,239.48,6,1,44.0,1,0,0
33.0,1,3,29,45320.11,96,481.48,2,1,352.0,1,0,2
58.0,0,3,55,13413.41,59,230.78,4,0,299.0,1,0,0
49.0,0,2,18,892.06,8,98.63,6,0,156.0,1,0,0
72.0,0,0,103,5243.35,42,116.29,0,0,220.0,1,0,0
30.0,1,1,94,838.37,14,56.64,8,1,226.0,0,0,3
29.0,1,3,98,1035.13,95,10.28,7,3,288.0,1,0,1
68.0,1,1,24,6240.3,31,221.65,0,3,294.0,0,0,3
70.0,0,2,2,8442.71,23,386.93,0,1,38.0,1,0,0
61.0,2,0,110,16926.96,56,369.4,9,0,1.0,1,0,0
45.0,0,3,35,1234.34,43,25.75,3,0,90.0,0,0,3
41.0,1,1,79,2815.37,10,289.29,9,0,193.0,0,0,3
56.0,1,0,110,6845.79,82,85.6,5,1,310.0,1,0,0
61.0,0,1,5,35967.06,85,471.13,3,3,239.0,1,0,2
34.0,1,1,1,6098.68,75,92.01,3,0,50.0,1,1,0
18.0,0,2,1,20347.63,62,317.05,7,0,262.0,1,1,0
22.0,0,0,19,6219.23,41,169.86,1,1,171.0,0,0,3
37.0,1,2,7,14730.48,55,324.37,4,1,135.0,1,1,0
57.0,1,3,99,12438.87,53,212.01,3,3,282.0,1,0,1
43.0,1,0,73,6176.83,17,382.23,1,0,108.0,1,0,0
53.0,1,2,118,1054.23,9,123.03,3,2,226.0,1,0,1
45.0,0,2,97,11475.67,26,453.84,5,1,67.0,1,0,0
32.0,1,2,116,13213.37,46,255.1,7,3,140.0,1,0,1
61.0,1,1,29,6004.78,17,380.49,0,3,204.0,0,0,3
59.0,1,0,35,5174.15,11,426.37,9,2,228.0,1,1,1
73.0,1,3,102,50502.53,86,499.43,9,2,336.0,1,0,2
65.0,0,2,30,4842.5,38,119.73,7,3,106.0,1,1,1
40.0,0,2,7,8641.44,59,150.58,10,3,328.0,1,0,1
58.0,0,3,81,7730.77,53,132.71,4,0,299.0,1,0,0
38.0,0,0,97,10098.95,74,138.81,9,1,132.0,1,0,0
