customer_id,age,gender,region,tenure_months,annual_spend_usd,num_purchases,avg_order_value,returns_count,loyalty_tier,last_purchase_days,email_opt_in,churned
C00346,38.0,Female,East,31,25419.18,100,307.53,7,Bronze,342.0,True,0
C00347,54.0,Female,North,119,21490.45,86,218.24,6,Bronze,223.0,True,0
C00348,49.0,Female,East,113,15404.4,71,191.29,10,Silver,147.0,True,0
C00349,31.0,Female,West,22,13271.06,74,214.63,5,Bronze,128.0,True,0
C00350,,Female,South,20,3303.74,60,68.02,7,Gold,171.0,True,0
C00351,54.0,Female,North,64,2299.76,7,399.43,3,Bronze,20.0,False,0
C00352,70.0,Female,North,6,19198.31,40,420.48,0,Gold,193.0,False,0
C00353,51.0,Female,South,36,6675.06,50,149.35,1,Gold,99.0,False,0
C00354,27.0,Male,North,53,14897.33,92,158.86,9,Bronze,97.0,True,0
C00355,75.0,Male,West,117,9360.68,22,438.42,8,Bronze,205.0,True,0
C00356,51.0,Female,West,120,1216.05,50,21.75,4,Platinum,352.0,False,0
C00357,34.0,Male,West,19,9234.51,35,265.02,7,Silver,76.0,False,1
C00358,61.0,Female,West,108,3321.68,14,237.2,0,Silver,333.0,True,0
C00359,40.0,Female,East,11,4579.0,11,348.16,0,Bronze,190.0,False,1
C00360,39.0,Male,South,90,2865.88,37,90.06,5,Bronze,356.0,True,0
C00361,66.0,Male,South,102,3439.1,9,337.48,6,Silver,140.0,True,0
C00362,68.0,Female,South,107,1117.96,7,194.6,10,Gold,364.0,False,0
C00363,48.0,Female,West,27,11173.32,36,313.17,8,Bronze,241.0,True,0
C00364,39.0,Male,South,108,718.87,21,29.65,2,Gold,245.0,True,0
C00365,68.0,Female,South,14,14104.31,56,236.25,8,Silver,206.0,True,1
C00366,28.0,Male,East,63,571.2,2,265.9,5,Bronze,165.0,False,0
C00367,61.0,Male,South,57,3228.05,31,115.02,9,Bronze,192.0,True,0
C00368,51.0,Male,South,38,3489.83,46,78.42,1,Bronze,311.0,False,0
C00369,67.0,Female,North,3,9398.12,97,102.35,0,Silver,290.0,True,0
C00370,42.0,Female,North,93,11530.38,64,178.63,0,Silver,9.0,True,0
C00371,66.0,Female,North,41,5034.92,89,57.44,10,Silver,254.0,True,0
C00372,18.0,Male,South,80,,35,474.19,0,Bronze,305.0,True,0
C00373,61.0,Other,West,50,8650.39,45,208.45,10,Silver,272.0,True,0
C00374,22.0,Female,South,45,15733.64,43,406.4,7,Silver,182.0,True,0
C00375,55.0,Male,East,107,41042.03,89,487.46,1,Silver,123.0,True,1
C00376,29.0,Male,South,12,4091.56,96,49.56,9,Silver,246.0,True,0
C00377,73.0,Male,South,89,36698.65,97,329.32,1,Bronze,243.0,False,0
C00378,62.0,Female,North,90,34567.84,76,436.99,1,Silver,137.0,False,0
C00379,24.0,Male,East,46,13962.88,51,320.77,6,Bronze,149.0,True,0
C00380,69.0,Male,East,32,,55,220.22,3,Bronze,135.0,True,0
C00381,32.0,Female,South,1,24947.57,99,221.23,3,Bronze,17.0,True,1
C00382,49.0,Female,East,113,716.11,29,27.59,2,Silver,12.0,True,0
C00383,22.0,Female,South,114,,35,271.95,6,Silver,31.0,True,0
C00384,24.0,Female,South,29,35926.61,90,496.84,0,Bronze,155.0,True,0
C00385,31.0,Male,East,4,15322.47,39,479.77,2,Gold,187.0,True,1
C00386,48.0,Female,East,15,790.22,24,29.8,6,Gold,150.0,True,0
C00387,49.0,Male,North,9,24235.5,57,355.84,5,Bronze,349.0,False,1
C00388,67.0,Male,South,100,4261.02,33,157.86,7,Silver,83.0,True,0
C00389,27.0,Other,South,108,44762.12,90,452.46,2,Bronze,144.0,True,0
C00390,,Male,West,19,2421.6,91,32.11,7,Platinum,91.0,True,0
C00391,18.0,Male,South,90,15061.31,31,468.58,8,Bronze,110.0,False,0
C00392,34.0,Female,West,22,24561.13,53,420.36,4,Bronze,214.0,True,0
C00393,28.0,Male,East,45,6313.63,99,67.58,2,Silver,114.0,True,0
C00394,25.0,Male,North,72,2371.5,75,39.31,6,Bronze,116.0,False,0
C00395,51.0,Female,South,87,9569.21,22,419.01,6,Silver,245.0,True,1
C00396,70.0,Female,West,105,6196.9,60,86.32,1,Silver,304.0,True,0
C00397,56.0,Female,South,6,15234.58,62,272.1,6,Bronze,78.0,True,0
C00398,67.0,Male,East,24,26514.62,66,458.71,1,Silver,41.0,False,0
C00399,52.0,Female,West,34,734.16,3,288.05,6,Gold,88.0,False,0
C00400,21.0,Female,East,38,6274.89,30,204.64,10,Gold,211.0,False,0
C00401,38.0,Male,North,120,20369.8,86,228.06,5,Silver,351.0,True,0
C00402,65.0,Male,South,94,1142.88,25,40.93,8,Bronze,59.0,True,0
C00403,20.0,Male,South,39,16012.65,30,484.69,3,Bronze,16.0,True,0
C00404,23.0,Female,South,117,6193.81,33,162.22,10,Gold,193.0,False,0
C00405,66.0,Male,West,60,2076.52,18,102.79,8,Gold,362.0,False,0
C00406,21.0,Female,North,61,2159.68,16,150.16,10,Silver,202.0,False,0
C00407,73.0,Other,East,53,17266.38,35,482.54,8,Gold,338.0,True,1
C00408,61.0,Male,West,18,4544.83,88,56.2,7,Bronze,235.0,False,1
C00409,56.0,Female,West,113,405.36,1,434.98,5,Silver,12.0,False,0
C00410,49.0,Male,East,2,12136.33,29,356.84,10,Bronze,157.0,False,1
C00411,23.0,Male,West,21,3129.2,7,416.71,9,Bronze,282.0,False,0
C00412,42.0,Female,South,28,,57,488.19,4,Silver,186.0,True,0
C00413,64.0,Male,East,34,10623.94,26,422.66,0,Bronze,72.0,True,0
C00414,70.0,Female,East,16,38346.57,80,472.26,0,Platinum,67.0,True,0
C00415,43.0,Female,North,3,4237.85,59,72.2,2,Bronze,243.0,True,0
C00416,66.0,Male,North,82,26632.11,79,399.94,0,Gold,170.0,False,0
C00417,63.0,Male,West,117,15882.66,64,277.38,2,Gold,210.0,False,0
C00418,21.0,Male,North,15,12292.04,44,276.31,1,Silver,137.0,False,0
C00419,53.0,Female,South,36,,87,450.47,10,Platinum,124.0,True,0
C00420,53.0,Female,East,61,27364.19,48,486.18,1,Silver,244.0,True,0
C00421,49.0,Male,East,112,28680.51,95,355.37,6,Bronze,3.0,True,0
C00422,62.0,Female,East,84,21684.4,100,246.64,3,Bronze,159.0,False,0
C00423,69.0,Female,West,92,15247.72,59,233.64,1,Bronze,136.0,False,0
C00424,49.0,Female,West,70,11367.97,68,199.31,7,Gold,285.0,False,1
C00425,36.0,Male,West,51,5645.89,26,187.18,10,Silver,266.0,True,0
C00426,75.0,Male,East,24,18045.1,82,201.84,8,Bronze,156.0,True,0
C00427,73.0,Male,West,104,3037.26,68,53.98,10,Bronze,96.0,False,0
C00428,57.0,Male,East,97,4697.32,91,47.94,6,Silver,87.0,True,0
C00429,55.0,Male,East,4,11145.24,27,392.14,7,Gold,78.0,False,0
C00430,24.0,Male,West,86,19916.69,79,228.58,1,Bronze,100.0,True,0
C00431,41.0,Male,West,11,,48,466.04,9,Gold,278.0,True,1
C00432,29.0,Male,North,89,6404.23,19,309.99,8,Silver,17.0,True,0
C00433,47.0,Male,West,100,507.22,18,27.24,2,Gold,10.0,False,0
C00434,65.0,Female,East,16,4616.9,57,87.19,3,Bronze,198.0,True,0
C00435,31.0,Female,West,53,3827.11,32,110.85,6,Silver,82.0,False,0
C00436,75.0,Male,East,15,6350.64,11,488.11,0,Bronze,304.0,False,0
C00437,25.0,Female,West,69,5214.69,43,117.17,8,Bronze,275.0,True,0
C00438,23.0,Male,South,112,18479.38,66,262.72,3,Gold,281.0,False,0
C00439,74.0,Female,North,10,14622.14,32,468.73,0,Silver,167.0,False,0
C00440,23.0,Female,North,48,51734.28,96,488.82,3,Bronze,160.0,True,0
C00441,60.0,Female,South,117,11767.6,78,125.82,9,Gold,156.0,False,0
C00442,62.0,Female,North,37,1530.97,52,34.07,3,Bronze,72.0,True,0
C00443,37.0,Female,South,16,7060.42,94,85.26,5,Silver,208.0,True,0
C00444,21.0,Female,North,59,1833.8,44,41.03,8,Platinum,316.0,True,0
C00445,35.0,Male,North,62,1467.53,14,105.61,0,Silver,94.0,False,0
C00446,21.0,Male,East,80,1187.45,4,288.6,8,Gold,,True,1
C00447,56.0,Female,West,38,35217.35,94,457.1,3,Silver,207.0,True,0
C00448,69.0,Male,North,115,25226.67,96,273.24,7,Gold,146.0,False,0
C00449,75.0,Female,East,63,24215.96,74,316.73,2,Silver,292.0,True,0
C00450,64.0,Female,East,35,1238.83,11,108.91,1,Silver,313.0,False,0
C00451,62.0,Male,East,116,12828.23,30,402.29,8,Bronze,347.0,False,0
C00452,69.0,Male,North,111,1701.33,5,312.72,8,Gold,144.0,True,1
C00453,62.0,Female,East,60,2747.82,6,433.43,10,Bronze,330.0,True,1
C00454,55.0,Male,North,3,13251.7,25,474.93,7,Platinum,44.0,False,1
C00455,75.0,Female,North,72,10989.62,58,180.47,5,Bronze,137.0,True,0
C00456,36.0,Female,South,67,386.37,7,54.38,2,Bronze,,True,0
C00457,41.0,Male,West,18,12457.92,99,120.71,3,Gold,337.0,False,1
C00458,70.0,Female,North,77,8681.16,46,224.54,7,Bronze,220.0,False,1
C00459,36.0,Female,West,101,11621.77,27,473.39,3,Bronze,134.0,False,0
C00460,35.0,Female,West,13,10270.58,52,195.37,5,Gold,,True,0
C00461,26.0,Male,West,87,35641.59,80,387.68,1,Bronze,286.0,False,0
C00462,,Female,South,17,9424.43,32,274.83,4,Bronze,240.0,False,0
C00463,52.0,Female,North,90,,5,99.58,2,Silver,312.0,False,0
C00464,69.0,Male,North,51,1039.98,6,167.16,1,Bronze,160.0,False,0
C00465,25.0,Female,West,1,25225.76,86,330.06,1,Bronze,55.0,False,0
C00466,57.0,Female,North,116,4457.98,12,339.7,5,Bronze,123.0,True,0
C00467,62.0,Male,East,20,16143.47,64,223.03,4,Bronze,227.0,True,0
C00468,69.0,Female,South,72,4937.48,39,122.04,1,Bronze,88.0,True,0
C00469,61.0,Female,West,22,29407.76,78,363.73,5,Bronze,26.0,True,0
C00470,27.0,Female,East,112,607.33,7,92.75,1,Silver,301.0,True,0
C00471,46.0,Male,East,89,41299.84,90,468.97,0,Silver,194.0,True,0
C00472,73.0,Female,West,97,8185.51,70,102.07,1,Bronze,145.0,False,0
C00473,,Other,West,52,3067.66,45,62.58,4,Bronze,202.0,True,0
C00474,53.0,Female,South,57,5372.97,21,253.85,10,Gold,270.0,True,0
C00475,73.0,Male,East,77,24562.21,98,264.58,2,Silver,1.0,True,0
C00476,56.0,Male,East,95,6585.25,31,259.01,3,Silver,,True,0
C00477,21.0,Female,West,102,9599.39,50,223.97,2,Silver,93.0,False,0
C00478,71.0,Male,South,3,17455.08,40,497.46,3,Bronze,34.0,True,0
C00479,27.0,Male,South,80,5656.93,24,248.28,7,Gold,14.0,True,0
C00480,40.0,Male,West,14,12078.03,42,244.19,3,Platinum,161.0,False,0
C00481,31.0,Female,West,35,3473.87,16,216.67,7,Platinum,199.0,True,0
C00482,59.0,Male,East,100,38.21,1,42.74,9,Bronze,186.0,True,0
C00483,19.0,Female,North,31,7341.45,29,300.55,10,Bronze,286.0,False,0
C00484,55.0,Female,South,96,1365.94,12,121.7,6,Bronze,168.0,True,0
C00485,68.0,Other,South,56,15252.32,42,322.43,7,Bronze,216.0,False,0
C00486,63.0,Female,East,28,2895.45,87,34.91,10,Bronze,298.0,False,0
C00487,35.0,Male,East,41,9254.58,17,490.88,8,Silver,240.0,False,0
C00488,70.0,Female,West,64,268.85,1,239.81,3,Bronze,333.0,True,0
C00489,38.0,Male,North,92,4553.4,12,449.41,1,Platinum,81.0,False,1
C00490,57.0,Other,South,73,12932.71,51,243.02,1,Bronze,288.0,False,1
C00491,47.0,Male,East,112,1311.09,28,39.56,9,Bronze,255.0,True,1
C00492,21.0,Female,West,105,19439.18,49,412.88,6,Gold,,False,0
C00493,18.0,Female,North,91,806.29,3,327.61,3,Gold,,True,0
C00494,28.0,Male,West,73,15626.85,34,393.06,3,Bronze,198.0,False,0
C00495,72.0,Female,North,35,10648.34,42,219.8,3,Silver,314.0,True,0
C00496,73.0,Male,North,50,14319.67,44,322.59,8,Bronze,236.0,True,0
C00497,41.0,Male,West,15,24557.58,56,429.55,6,Bronze,,True,0
C00498,74.0,Male,West,45,22310.61,79,319.22,9,Silver,106.0,False,0
C00499,20.0,Male,West,112,9560.1,47,180.36,3,Bronze,208.0,True,0
C00500,74.0,Female,East,52,28428.47,85,334.64,5,Silver,297.0,True,0
C00501,31.0,Female,East,14,14626.13,53,339.21,1,Bronze,163.0,True,0
C00502,20.0,Male,East,79,13928.74,27,480.69,10,Silver,313.0,False,0
C00503,61.0,Female,East,116,5204.97,23,191.75,5,Gold,291.0,True,0
C00504,40.0,Female,East,105,8151.99,33,218.29,6,Bronze,98.0,True,0
C00505,34.0,Female,South,33,22295.05,60,407.94,4,Bronze,72.0,False,0
C00506,62.0,Male,West,55,5293.88,25,257.82,2,Silver,330.0,True,0
C00507,37.0,Female,South,64,40135.37,92,370.92,10,Gold,216.0,True,0
C00508,61.0,Male,East,30,13266.69,48,235.26,5,Silver,,True,0
C00509,29.0,Female,East,33,,87,115.59,7,Gold,337.0,False,0
C00510,22.0,Female,East,29,27358.92,69,375.15,0,Silver,155.0,False,0
C00511,36.0,Female,East,120,2487.4,34,74.27,3,Bronze,17.0,True,0
C00512,53.0,Male,North,90,2388.92,23,107.31,8,Silver,332.0,True,0
C00513,31.0,Male,South,101,20164.86,75,317.14,0,Bronze,214.0,True,0
C00514,26.0,Female,South,98,10726.52,34,376.16,1,Gold,44.0,False,0
C00515,61.0,Male,South,116,10011.57,25,448.4,8,Bronze,194.0,True,0
C00516,46.0,Male,West,13,15312.84,94,143.57,3,Bronze,11.0,True,0
C00517,43.0,Female,West,106,2702.25,49,64.25,3,Silver,106.0,False,0
C00518,31.0,Female,East,8,2130.77,5,478.46,6,Silver,127.0,True,0
C00519,19.0,Male,South,58,4366.8,50,85.67,2,Silver,166.0,True,0
C00520,21.0,Male,North,72,4450.13,47,106.86,0,Silver,207.0,True,0
C00521,57.0,Other,West,43,11498.96,87,152.75,0,Platinum,307.0,True,0
C00522,22.0,Male,West,18,19888.05,72,269.4,0,Gold,129.0,True,0
C00523,32.0,Male,South,24,,20,442.58,1,Gold,269.0,False,0
C00524,70.0,Male,West,99,6431.7,16,382.67,7,Silver,,True,1
C00525,37.0,Male,West,39,25367.64,61,357.0,3,Silver,274.0,True,0
C00526,61.0,Other,East,38,412.3,5,95.84,0,Silver,93.0,False,0
C00527,37.0,Male,North,111,6908.71,32,185.26,0,Silver,248.0,False,0
C00528,72.0,Male,North,18,3972.79,14,244.42,5,Bronze,103.0,False,0
C00529,65.0,Female,West,110,279.2,3,82.24,9,Silver,175.0,False,0
C00530,45.0,Male,East,111,13941.77,92,143.98,3,Bronze,232.0,True,0
C00531,57.0,Male,North,72,1519.39,9,161.08,0,Bronze,108.0,True,0
C00532,41.0,Other,North,20,76.4,1,72.37,2,Gold,2.0,True,0
C00533,72.0,Female,West,19,28287.1,94,279.62,5,Bronze,306.0,True,0
C00534,38.0,Male,South,35,5447.52,19,355.46,2,Silver,266.0,False,0
C00535,66.0,Male,South,70,4295.32,82,44.27,10,Silver,45.0,False,0
C00536,53.0,Male,East,19,1016.66,4,245.75,8,Bronze,138.0,True,0
C00537,55.0,Male,South,55,7000.93,16,393.28,3,Gold,96.0,True,0
C00538,38.0,Female,West,14,4296.45,12,376.52,10,Bronze,357.0,False,1
C00539,66.0,Female,East,65,23397.49,71,409.39,3,Gold,344.0,True,0
C00540,61.0,Female,South,3,14523.65,63,229.64,1,Gold,253.0,True,1
C00541,65.0,Female,South,86,19836.25,48,412.07,10,Bronze,161.0,True,0
C00542,64.0,Male,West,7,3118.62,25,127.97,10,Bronze,20.0,True,1
C00543,27.0,Female,East,24,1573.41,9,186.8,3,Bronze,91.0,True,0
C00544,68.0,Female,West,21,4945.45,57,96.41,6,Bronze,34.0,False,1
C00545,66.0,Male,South,100,5800.9,24,239.07,1,Bronze,289.0,True,0
C00546,32.0,Female,North,7,11521.62,60,202.11,7,Platinum,33.0,True,0
C00547,74.0,Male,West,52,10496.27,69,128.05,7,Bronze,248.0,False,0
C00548,48.0,Female,North,71,27953.8,85,378.37,7,Gold,348.0,True,0
C00549,36.0,Female,West,62,7598.3,50,163.78,6,Bronze,113.0,False,0
C00550,30.0,Male,East,82,131.83,1,143.67,7,Platinum,250.0,False,1
C00551,39.0,Female,North,97,2187.31,29,74.14,6,Bronze,321.0,True,1
C00552,20.0,Male,West,48,19346.15,86,225.02,9,Silver,157.0,True,0
C00553,58.0,Female,North,100,9048.25,54,158.45,1,Silver,164.0,False,0
C00554,59.0,Male,South,39,13969.18,62,190.94,5,Bronze,74.0,False,0
C00555,56.0,Male,South,119,5282.92,46,125.64,4,Gold,157.0,False,0
C00556,,Male,East,61,7030.45,17,383.95,5,Bronze,319.0,True,0
C00557,39.0,Female,East,89,33950.2,90,465.7,1,Silver,243.0,False,0
C00558,59.0,Male,East,106,17928.27,78,253.99,3,Silver,74.0,False,0
C00559,68.0,Female,South,96,32035.25,100,325.07,10,Silver,193.0,True,0
C00560,23.0,Male,East,103,30385.52,86,434.91,1,Bronze,258.0,False,0
C00561,40.0,Male,North,65,15688.11,30,499.43,6,Bronze,29.0,True,1
C00562,75.0,Male,East,6,8652.14,26,310.62,7,Bronze,279.0,True,1
C00563,67.0,Male,North,60,12250.15,25,445.99,5,Bronze,74.0,False,0
C00564,75.0,Female,North,22,42157.9,92,455.22,0,Bronze,108.0,True,0
C00565,28.0,Male,East,107,23203.61,56,397.81,0,Platinum,152.0,True,0
C00566,44.0,Female,North,29,10398.5,46,235.86,3,Silver,185.0,True,0
C00567,25.0,Female,West,28,3941.81,97,49.77,1,Silver,335.0,False,0
C00568,68.0,Female,North,30,908.98,61,17.74,1,Bronze,82.0,True,0
C00569,48.0,Female,North,78,23564.18,91,243.83,1,Bronze,94.0,False,0
C00570,32.0,Female,West,69,29918.16,99,252.21,2,Silver,139.0,False,0
C00571,23.0,Female,North,114,1352.1,8,209.61,9,Bronze,313.0,True,0
C00572,60.0,Female,West,50,10916.58,37,288.4,7,Bronze,353.0,False,0
C00573,65.0,Female,South,34,22845.96,74,280.56,0,Silver,166.0,False,0
C00574,68.0,Female,West,6,38936.09,82,419.94,6,Silver,253.0,True,0
C00575,74.0,Male,West,1,965.75,15,63.24,1,Platinum,335.0,False,0
C00576,65.0,Female,North,45,4035.59,32,120.34,4,Bronze,310.0,True,0
C00577,63.0,Male,South,112,23646.34,55,398.57,0,Silver,249.0,True,0
C00578,65.0,Female,East,63,38922.2,80,425.44,0,Bronze,198.0,True,0
C00579,75.0,Other,West,108,5067.62,12,497.46,1,Bronze,360.0,True,0
C00580,44.0,Female,North,13,31253.42,61,437.73,4,Gold,88.0,True,0
C00581,61.0,Female,North,12,10844.46,30,446.05,5,Bronze,133.0,True,0
C00582,65.0,Female,South,101,4093.95,22,164.03,3,Silver,261.0,True,0
C00583,24.0,Female,North,13,8933.41,52,206.81,6,Silver,8.0,True,0
C00584,58.0,Male,South,7,5211.91,42,141.36,7,Bronze,183.0,True,0
C00585,37.0,Male,North,49,15753.62,64,307.09,8,Platinum,312.0,False,0
C00586,25.0,Male,West,111,14710.98,32,470.01,6,Silver,65.0,True,1
C00587,27.0,Male,West,83,13862.55,83,178.87,6,Gold,294.0,True,0
C00588,24.0,Other,North,12,1961.04,8,282.93,5,Silver,151.0,True,0
C00589,70.0,Female,East,101,13237.39,87,155.19,2,Platinum,315.0,True,0
C00590,62.0,Female,East,102,268.68,3,93.2,5,Bronze,232.0,True,0
C00591,23.0,Male,East,97,8654.32,74,105.64,0,Silver,58.0,True,0
C00592,54.0,Female,West,109,1554.94,35,38.39,10,Gold,269.0,True,0
C00593,56.0,Male,East,29,19661.73,39,475.15,4,Bronze,21.0,False,0
C00594,48.0,Female,East,118,352.5,2,207.41,8,Bronze,89.0,True,0
C00595,53.0,Other,North,39,27295.98,71,418.72,10,Platinum,325.0,True,0
C00596,70.0,Male,North,97,6811.86,17,343.85,5,Silver,320.0,False,0
C00597,48.0,Male,East,70,5737.04,66,104.04,9,Silver,17.0,False,0
C00598,56.0,Male,West,94,6745.49,73,95.98,5,Silver,139.0,True,0
C00599,51.0,Male,South,76,40805.42,85,407.87,1,Gold,35.0,True,0
C00600,40.0,Male,East,78,11707.54,71,139.71,0,Gold,99.0,True,0
C00601,69.0,Male,North,74,13679.05,31,457.51,1,Silver,354.0,True,0
C00602,42.0,Male,South,94,6208.23,74,78.63,10,Bronze,72.0,True,0
C00603,64.0,Male,West,89,27901.4,83,342.08,5,Bronze,235.0,True,0
C00604,53.0,Male,East,17,14418.09,32,409.09,3,Silver,294.0,False,0
C00605,57.0,Female,North,100,1323.49,13,125.28,4,Gold,322.0,False,0
C00606,62.0,Male,West,65,11218.74,90,145.34,2,Silver,130.0,True,0
C00607,60.0,Female,West,39,7569.83,15,482.61,9,Bronze,255.0,True,0
C00608,50.0,Male,South,62,7482.62,60,139.65,10,Bronze,177.0,False,0
C00609,53.0,Male,South,117,5648.11,24,220.68,0,Silver,40.0,True,0
C00610,47.0,Male,East,103,2713.4,13,221.93,7,Gold,,True,0
C00611,37.0,Female,West,101,12067.59,78,133.99,3,Bronze,274.0,True,0
C00612,60.0,Male,South,56,6599.44,15,390.14,0,Silver,251.0,False,0
C00613,68.0,Female,North,95,26322.65,68,388.21,10,Gold,191.0,True,0
C00614,58.0,Male,North,47,15169.51,70,195.38,0,Platinum,286.0,True,0
C00615,62.0,Other,West,83,2665.83,7,419.21,2,Bronze,253.0,True,0
C00616,66.0,Male,West,77,2054.65,18,114.41,0,Platinum,124.0,True,0
C00617,,Male,West,30,851.57,80,12.11,5,Silver,108.0,True,0
C00618,21.0,Female,North,32,16917.42,51,289.87,6,Gold,345.0,False,1
C00619,37.0,Male,North,8,7297.4,13,497.1,3,Bronze,355.0,True,0
C00620,61.0,Male,South,17,3359.53,100,28.94,0,Silver,12.0,False,0
C00621,65.0,Female,North,53,3478.11,27,111.92,1,Silver,289.0,False,1
C00622,47.0,Male,South,58,312.85,1,264.27,10,Bronze,49.0,True,1
C00623,63.0,Male,East,20,33727.13,93,406.87,8,Silver,315.0,True,1
C00624,22.0,Male,South,51,125.79,2,53.63,10,Silver,215.0,False,0
C00625,55.0,Male,North,73,11729.83,56,203.66,5,Silver,252.0,True,1
C00626,57.0,Female,South,28,36441.11,100,376.07,6,Bronze,257.0,True,0
C00627,47.0,Female,East,41,11408.49,58,192.06,8,Silver,221.0,True,0
C00628,59.0,Female,East,45,5668.41,59,102.53,6,Bronze,92.0,False,0
C00629,46.0,Male,South,61,3776.85,39,105.79,4,Platinum,295.0,True,0
C00630,48.0,Female,South,44,2458.24,13,210.92,3,Platinum,203.0,False,0
C00631,53.0,Female,East,89,11832.17,58,244.91,5,Bronze,199.0,True,0
C00632,64.0,Male,North,40,38852.64,90,432.29,0,Bronze,117.0,True,0
C00633,32.0,Female,West,53,3750.62,10,324.7,2,Bronze,4.0,True,0
C00634,35.0,Female,West,46,32612.52,89,348.3,8,Silver,203.0,True,0
C00635,42.0,Female,North,22,20822.98,42,491.66,9,Gold,126.0,True,0
C00636,,Male,West,83,11110.52,54,211.8,1,Silver,241.0,True,0
C00637,37.0,Male,North,29,3479.62,17,207.64,1,Bronze,134.0,True,0
C00638,38.0,Female,South,36,25745.79,63,462.44,0,Bronze,356.0,True,0
C00639,36.0,Female,East,96,2799.36,19,130.48,8,Bronze,249.0,True,0
C00640,41.0,Male,South,114,9051.25,28,367.61,3,Gold,167.0,True,0
C00641,47.0,Male,North,81,30123.02,73,379.74,3,Silver,259.0,True,0
C00642,58.0,Female,North,110,383.66,6,57.92,0,Silver,237.0,False,0
C00643,35.0,Male,East,103,11097.02,45,239.43,10,Bronze,227.0,True,0
C00644,67.0,Male,North,58,7439.94,60,108.28,4,Platinum,211.0,True,0
C00645,45.0,Female,South,93,1293.64,14,100.83,8,Bronze,341.0,True,0
C00646,59.0,Male,South,40,8205.0,30,237.28,7,Gold,116.0,True,0
C00647,24.0,Male,West,56,5801.31,35,151.82,1,Gold,158.0,False,0
C00648,28.0,Male,West,65,30007.85,67,400.07,8,Silver,93.0,True,0
C00649,44.0,Female,West,116,47497.24,98,454.73,6,Gold,208.0,True,0
C00650,39.0,Male,East,102,38573.32,84,403.33,6,Bronze,361.0,True,0
C00651,46.0,Female,East,59,3192.85,19,140.36,2,Silver,223.0,True,0
C00652,27.0,Other,South,79,279.44,2,144.33,9,Bronze,76.0,False,0
C00653,45.0,Female,North,25,910.49,6,134.82,10,Silver,337.0,False,0
C00654,57.0,Female,West,97,5017.31,60,76.17,4,Bronze,289.0,True,0
C00655,60.0,Female,South,67,7416.85,16,472.46,1,Bronze,161.0,True,0
C00656,32.0,Male,South,64,5816.43,24,207.0,9,Bronze,54.0,True,0
C00657,37.0,Female,North,92,9777.4,85,120.1,9,Bronze,147.0,True,1
C00658,48.0,Female,South,76,38367.63,88,424.87,5,Silver,294.0,True,0
C00659,48.0,Female,East,9,14548.89,84,205.61,6,Silver,211.0,True,0
C00660,63.0,Male,South,35,629.86,26,27.21,2,Bronze,68.0,True,0
C00661,40.0,Male,East,22,6294.64,62,89.35,0,Platinum,58.0,True,0
C00662,56.0,Female,North,89,19211.02,62,323.23,10,Platinum,354.0,True,0
C00663,69.0,Male,North,5,7161.93,19,393.62,5,Bronze,164.0,False,1
C00664,35.0,Female,West,25,5703.14,56,113.36,3,Silver,251.0,False,0
C00665,65.0,Male,South,72,24272.83,53,459.52,7,Silver,132.0,True,0
C00666,37.0,Female,South,84,19168.89,40,426.99,0,Gold,33.0,False,0
C00667,37.0,Female,South,61,37468.01,76,425.71,0,Bronze,151.0,True,0
C00668,55.0,Male,East,104,6844.13,68,121.55,2,Gold,254.0,False,0
C00669,54.0,Male,East,111,1933.22,54,34.76,4,Bronze,122.0,True,0
C00670,49.0,Female,South,16,31342.19,73,435.04,4,Bronze,221.0,False,0
C00671,31.0,Male,West,115,12870.3,77,159.84,2,Gold,160.0,True,0
C00672,23.0,Male,West,74,17479.8,57,313.27,3,Silver,124.0,True,0
C00673,70.0,Female,North,77,9905.69,27,382.38,3,Gold,94.0,False,1
C00674,68.0,Male,East,12,5475.08,76,72.86,5,Bronze,96.0,True,0
C00675,69.0,Female,West,75,29195.1,72,392.61,6,Bronze,,True,0
C00676,47.0,Male,South,88,46535.42,99,469.87,9,Bronze,263.0,False,0
C00677,69.0,Male,North,70,5442.18,15,366.9,8,Bronze,124.0,False,0
C00678,45.0,Female,North,11,10708.23,42,226.2,3,Bronze,271.0,False,1
C00679,22.0,Male,East,63,44896.85,93,439.57,9,Silver,114.0,False,0
C00680,29.0,Male,West,113,13073.7,52,268.45,5,Silver,120.0,False,0
C00681,33.0,Female,North,87,39901.84,95,374.94,2,Silver,338.0,True,0
C00682,,Female,East,17,940.68,2,412.05,3,Bronze,320.0,True,0
C00683,72.0,Female,South,116,1299.61,4,377.18,8,Bronze,147.0,False,0
C00684,37.0,Female,South,116,12483.65,80,151.05,9,Silver,99.0,False,0
C00685,53.0,Male,East,21,2229.22,36,67.74,4,Bronze,262.0,True,0
C00686,,Male,West,97,7362.75,53,126.79,1,Gold,26.0,True,0
C00687,55.0,Female,North,49,9873.61,43,256.41,2,Bronze,167.0,False,0
C00688,50.0,Female,North,72,11285.28,41,257.59,1,Silver,219.0,True,0
C00689,26.0,Female,South,54,25056.24,94,295.5,7,Gold,247.0,True,0
C00690,44.0,Male,South,94,2045.08,10,203.6,5,Silver,40.0,False,0
C00691,24.0,Male,East,120,36392.48,78,395.58,4,Silver,2.0,True,0
C00692,69.0,Male,East,96,38780.12,89,457.45,7,Silver,101.0,True,0
